,Unnamed: 0,accession_number,year,r,g,b,hex,value
2716,2716,D25475,1820,218,201,172,#dac9ac,2595
2597,2597,D25352,1820,218,206,180,#daceb4,2610
2704,2704,D25463,1820,218,213,196,#dad5c4,2625
2456,2456,D25209,1820,219,203,168,#dbcba8,2640
2735,2735,D25494,1820,219,207,187,#dbcfbb,2655
2617,2617,D25372,1820,219,215,196,#dbd7c4,2670
2605,2605,D25360,1820,220,200,167,#dcc8a7,2685
2598,2598,D25353,1820,220,205,183,#dccdb7,2700
1666,1666,D17200,1820,220,214,192,#dcd6c0,2715
2641,2641,D25396,1820,221,209,187,#ddd1bb,2730
2705,2705,D25464,1820,221,216,198,#ddd8c6,2745
2537,2537,D25291,1820,222,209,179,#ded1b3,2760
4402,4402,D40304,1820,222,217,182,#ded9b6,2775
2600,2600,D25355,1820,223,210,188,#dfd2bc,2790
1643,1643,D17177,1820,224,213,191,#e0d5bf,2805
2642,2642,D25397,1820,224,214,195,#e0d6c3,2820
1646,1646,D17180,1820,224,226,205,#e0e2cd,2835
2440,2440,D25193,1820,225,210,192,#e1d2c0,2850
2486,2486,D25239,1820,225,213,189,#e1d5bd,2865
2592,2592,D25347,1820,225,215,201,#e1d7c9,2880
2658,2658,D25413,1820,225,221,207,#e1ddcf,2895
2427,2427,D25180,1820,226,218,197,#e2dac5,2910
2457,2457,D25210,1820,227,209,183,#e3d1b7,2925
2437,2437,D25190,1820,228,217,204,#e4d9cc,2940
4401,4401,D40303,1820,231,227,205,#e7e3cd,2955
1669,1669,D17203,1820,235,228,207,#ebe4cf,2970
5341,5341,T02304,1820,236,227,208,#ece3d0,2985
1741,1741,D18568,1821,24,23,21,#181715,15
1740,1740,D18530,1821,31,25,22,#1f1916,30
5351,5351,T03233,1821,182,178,141,#b6b28d,45
2562,2562,D25316,1821,205,198,181,#cdc6b5,60
6597,6597,T10004,1821,210,194,166,#d2c2a6,75
1739,1739,D18529,1821,211,203,185,#d3cbb9,90
4673,4673,N03332,1821,218,205,183,#dacdb7,105
5238,5238,T01007,1821,225,208,182,#e1d0b6,120
4404,4404,D40311,1821,227,219,204,#e3dbcc,135
1674,1674,D17722,1822,31,29,27,#1f1d1b,15
1676,1676,D17724,1822,32,31,29,#201f1d,30
1675,1675,D17723,1822,33,31,29,#211f1d,45
1690,1690,D17739,1822,34,31,30,#221f1e,60
1681,1681,D17729,1822,34,32,30,#22201e,75
1682,1682,D17730,1822,34,32,30,#22201e,90
1683,1683,D17731,1822,34,32,30,#22201e,105
1684,1684,D17732,1822,34,32,30,#22201e,120
1691,1691,D17740,1822,35,32,30,#23201e,135
2701,2701,D25460,1822,71,67,58,#47433a,150
238,238,A01020,1822,96,72,48,#604830,165
2656,2656,D25411,1822,111,96,79,#6f604f,180
4495,4495,N01739,1822,114,107,85,#726b55,195
2653,2653,D25408,1822,152,140,118,#988c76,210
2606,2606,D25361,1822,179,168,141,#b3a88d,225
1695,1695,D17759,1822,179,169,142,#b3a98e,240
1688,1688,D17736,1822,179,179,157,#b3b39d,255
1736,1736,D18156,1822,185,162,128,#b9a280,270
6799,6799,T10700,1822,185,181,159,#b9b59f,285
2589,2589,D25344,1822,186,173,148,#baad94,300
1716,1716,D18136,1822,186,177,149,#bab195,315
1728,1728,D18148,1822,188,167,132,#bca784,330
2650,2650,D25405,1822,190,179,154,#beb39a,345
1717,1717,D18137,1822,191,170,133,#bfaa85,360
1693,1693,D17742,1822,196,195,173,#c4c3ad,375
2654,2654,D25409,1822,199,186,166,#c7baa6,390
2616,2616,D25371,1822,199,188,166,#c7bca6,405
2567,2567,D25322,1822,199,189,161,#c7bda1,420
1678,1678,D17726,1822,202,191,163,#cabfa3,435
2743,2743,D25503,1822,202,197,174,#cac5ae,450
2623,2623,D25378,1822,203,192,168,#cbc0a8,465
2594,2594,D25349,1822,205,199,177,#cdc7b1,480
2657,2657,D25412,1822,207,190,170,#cfbeaa,495
2607,2607,D25362,1822,207,205,187,#cfcdbb,510
2615,2615,D25370,1822,209,198,174,#d1c6ae,525
2635,2635,D25390,1822,210,199,173,#d2c7ad,540
1268,1268,D12122,1822,211,198,172,#d3c6ac,555
1349,1349,D13748,1822,211,201,178,#d3c9b2,570
1685,1685,D17733,1822,212,202,172,#d4caac,585
2628,2628,D25383,1822,212,204,183,#d4ccb7,600
2742,2742,D25502,1822,213,210,194,#d5d2c2,615
1689,1689,D17737,1822,215,202,178,#d7cab2,630
1696,1696,D17760,1822,216,207,186,#d8cfba,645
2610,2610,D25365,1822,216,208,187,#d8d0bb,660
1687,1687,D17735,1822,217,201,164,#d9c9a4,675
1692,1692,D17741,1822,219,209,182,#dbd1b6,690
1680,1680,D17728,1822,219,210,187,#dbd2bb,705
1697,1697,D17768,1822,219,213,195,#dbd5c3,720
2703,2703,D25462,1822,219,213,197,#dbd5c5,735
1699,1699,D17770,1822,221,198,166,#ddc6a6,750
1672,1672,D17720,1822,221,207,172,#ddcfac,765
1677,1677,D17725,1822,222,209,177,#ded1b1,780
1686,1686,D17734,1822,222,209,178,#ded1b2,795
1673,1673,D17721,1822,222,215,190,#ded7be,810
1679,1679,D17727,1822,222,218,194,#dedac2,825
1533,1533,D17022,1822,224,209,187,#e0d1bb,840
1698,1698,D17769,1822,226,214,193,#e2d6c1,855
2702,2702,D25461,1822,226,219,204,#e2dbcc,870
1604,1604,D17109,1822,227,218,196,#e3dac4,885
1700,1700,D17771,1822,228,216,197,#e4d8c5,900
1576,1576,D17075,1822,232,224,201,#e8e0c9,915
1611,1611,D17120,1822,233,219,201,#e9dbc9,930
2755,2755,D25520,1822,249,242,230,#f9f2e6,945
4450,4450,D40964,1823,34,34,32,#222220,15
1710,1710,D17886,1823,35,35,33,#232321,30
4449,4449,D40963,1823,48,49,47,#30312f,45
1712,1712,D17900,1823,55,53,48,#373530,60
1735,1735,D18155,1823,74,84,77,#4a544d,75
4515,4515,N01978,1823,104,84,59,#68543b,90
1636,1636,D17170,1823,115,119,109,#73776d,105
1738,1738,D18158,1823,116,106,84,#746a54,120
2560,2560,D25314,1823,125,128,119,#7d8077,135
3881,3881,D36070,1823,130,120,107,#82786b,150
1713,1713,D17901,1823,138,132,118,#8a8476,165
2679,2679,D25434,1823,156,157,147,#9c9d93,180
1714,1714,D18134,1823,176,162,130,#b0a282,195
1707,1707,D17882,1823,177,171,156,#b1ab9c,210
1721,1721,D18141,1823,179,172,149,#b3ac95,225
2579,2579,D25334,1823,181,164,132,#b5a484,240
1724,1724,D18144,1823,182,166,140,#b6a68c,255
1708,1708,D17883,1823,184,177,162,#b8b1a2,270
2668,2668,D25423,1823,189,182,157,#bdb69d,285
2675,2675,D25430,1823,193,175,141,#c1af8d,300
1711,1711,D17887,1823,193,189,176,#c1bdb0,315
2721,2721,D25480,1823,196,194,174,#c4c2ae,330
1706,1706,D17881,1823,197,192,177,#c5c0b1,345
1659,1659,D17193,1823,197,200,189,#c5c8bd,360
5632,5632,T08108,1823,205,194,171,#cdc2ab,375
2676,2676,D25431,1823,205,197,172,#cdc5ac,390
1701,1701,D17874,1823,205,198,183,#cdc6b7,405
2613,2613,D25368,1823,206,191,161,#cebfa1,420
1702,1702,D17876,1823,210,202,187,#d2cabb,435
1709,1709,D17885,1823,210,204,188,#d2ccbc,450
5627,5627,T08103,1823,211,201,179,#d3c9b3,465
1694,1694,D17758,1823,211,203,182,#d3cbb6,480
1704,1704,D17879,1823,211,205,190,#d3cdbe,495
1703,1703,D17878,1823,212,206,192,#d4cec0,510
1705,1705,D17880,1823,212,207,193,#d4cfc1,525
5629,5629,T08105,1823,214,204,182,#d6ccb6,540
1603,1603,D17108,1823,214,207,188,#d6cfbc,555
5633,5633,T08109,1823,216,206,182,#d8ceb6,570
5631,5631,T08107,1823,218,209,188,#dad1bc,585
5630,5630,T08106,1823,218,210,189,#dad2bd,600
2536,2536,D25290,1823,220,210,188,#dcd2bc,615
5628,5628,T08104,1823,220,212,191,#dcd4bf,630
1535,1535,D17024,1823,221,203,181,#ddcbb5,645
2677,2677,D25432,1823,221,215,197,#ddd7c5,660
5619,5619,T08095,1823,223,215,194,#dfd7c2,675
2720,2720,D25479,1823,224,213,194,#e0d5c2,690
5625,5625,T08101,1823,224,216,195,#e0d8c3,705
5626,5626,T08102,1823,224,216,195,#e0d8c3,720
5622,5622,T08098,1823,227,215,192,#e3d7c0,735
5620,5620,T08096,1823,227,219,199,#e3dbc7,750
1534,1534,D17023,1823,228,214,197,#e4d6c5,765
5624,5624,T08100,1823,228,221,200,#e4ddc8,780
5623,5623,T08099,1823,229,222,202,#e5deca,795
1605,1605,D17110,1823,230,219,204,#e6dbcc,810
5621,5621,T08097,1823,231,224,206,#e7e0ce,825
1485,1485,D16972,1823,233,221,205,#e9ddcd,840
1496,1496,D16983,1823,233,221,205,#e9ddcd,855
1497,1497,D16984,1823,234,221,205,#eaddcd,870
1491,1491,D16978,1823,234,222,206,#eadece,885
1493,1493,D16980,1823,234,223,207,#eadfcf,900
1500,1500,D16987,1823,235,223,207,#ebdfcf,915
1492,1492,D16979,1823,235,225,209,#ebe1d1,930
1606,1606,D17111,1823,236,225,210,#ece1d2,945
1873,1873,D19562,1824,20,20,20,#141414,15
1875,1875,D19564,1824,20,20,20,#141414,30
1879,1879,D19568,1824,21,20,20,#151414,45
1865,1865,D19554,1824,21,21,20,#151514,60
1867,1867,D19556,1824,22,21,21,#161515,75
1869,1869,D19558,1824,22,21,21,#161515,90
1871,1871,D19560,1824,22,21,21,#161515,105
1864,1864,D19553,1824,29,25,22,#1d1916,120
1866,1866,D19555,1824,30,26,23,#1e1a17,135
4677,4677,N03352,1824,58,84,86,#3a5456,150
3771,3771,D35953,1824,80,74,60,#504a3c,165
1885,1885,D20148,1824,121,111,85,#796f55,180
2553,2553,D25307,1824,123,114,91,#7b725b,195
2618,2618,D25373,1824,129,113,89,#817159,210
1730,1730,D18150,1824,136,132,111,#88846f,225
4679,4679,N03354,1824,137,127,121,#897f79,240
4681,4681,N03356,1824,137,131,116,#898374,255
4683,4683,N03358,1824,142,129,103,#8e8167,270
1719,1719,D18139,1824,143,132,105,#8f8469,285
1726,1726,D18146,1824,143,133,106,#8f856a,300
1731,1731,D18151,1824,150,141,113,#968d71,315
2695,2695,D25451,1824,151,133,109,#97856d,330
1727,1727,D18147,1824,151,136,106,#97886a,345
1881,1881,D20139,1824,153,147,119,#999377,360
1718,1718,D18138,1824,159,147,116,#9f9374,375
3791,3791,D35973,1824,159,158,140,#9f9e8c,390
4694,4694,N03369,1824,160,147,146,#a09392,405
2565,2565,D25320,1824,163,146,115,#a39273,420
5237,5237,T01006,1824,164,140,100,#a48c64,435
1729,1729,D18149,1824,164,154,127,#a49a7f,450
1883,1883,D20146,1824,165,157,135,#a59d87,465
1720,1720,D18140,1824,166,149,115,#a69573,480
1725,1725,D18145,1824,170,154,122,#aa9a7a,495
2634,2634,D25389,1824,171,166,147,#aba693,510
1147,1147,D08108,1824,172,144,111,#ac906f,525
1884,1884,D20147,1824,173,167,149,#ada795,540
4057,4057,D36274,1824,174,157,127,#ae9d7f,555
1732,1732,D18152,1824,175,163,137,#afa389,570
1882,1882,D20140,1824,176,166,138,#b0a68a,585
4684,4684,N03359,1824,177,165,143,#b1a58f,600
2558,2558,D25312,1824,177,166,137,#b1a689,615
4692,4692,N03367,1824,177,166,144,#b1a690,630
1212,1212,D08175,1824,178,163,134,#b2a386,645
1723,1723,D18143,1824,179,167,148,#b3a794,660
2709,2709,D25468,1824,180,166,135,#b4a687,675
2732,2732,D25491,1824,181,154,120,#b59a78,690
4006,4006,D36213,1824,183,168,142,#b7a88e,705
1662,1662,D17196,1824,183,169,143,#b7a98f,720
1229,1229,D08222,1824,186,166,140,#baa68c,735
1715,1715,D18135,1824,186,172,148,#baac94,750
2710,2710,D25469,1824,188,166,125,#bca67d,765
2638,2638,D25393,1824,188,180,157,#bcb49d,780
4688,4688,N03363,1824,191,177,144,#bfb190,795
4690,4690,N03365,1824,192,189,182,#c0bdb6,810
4685,4685,N03360,1824,193,178,149,#c1b295,825
2731,2731,D25490,1824,195,166,121,#c3a679,840
2572,2572,D25327,1824,196,189,168,#c4bda8,855
4678,4678,N03353,1824,196,195,191,#c4c3bf,870
4676,4676,N03351,1824,197,189,181,#c5bdb5,885
2740,2740,D25500,1824,199,189,168,#c7bda8,900
4682,4682,N03357,1824,199,202,194,#c7cac2,915
1148,1148,D08109,1824,204,184,158,#ccb89e,930
6181,6181,T09135,1824,206,188,155,#cebc9b,945
2573,2573,D25328,1824,209,202,174,#d1caae,960
4693,4693,N03368,1824,209,206,163,#d1cea3,975
2667,2667,D25422,1824,215,209,191,#d7d1bf,990
4689,4689,N03364,1824,216,221,225,#d8dde1,1005
4691,4691,N03366,1824,217,213,222,#d9d5de,1020
1628,1628,D17149,1824,219,211,195,#dbd3c3,1035
4466,4466,D41483,1824,220,217,203,#dcd9cb,1050
4687,4687,N03362,1824,221,211,207,#ddd3cf,1065
1877,1877,D19566,1824,223,213,196,#dfd5c4,1080
5658,5658,T08139,1824,226,215,200,#e2d7c8,1095
1876,1876,D19565,1824,227,222,203,#e3decb,1110
1872,1872,D19561,1824,227,222,204,#e3decc,1125
4680,4680,N03355,1824,227,230,241,#e3e6f1,1140
1878,1878,D19567,1824,228,222,204,#e4decc,1155
1874,1874,D19563,1824,228,223,206,#e4dfce,1170
1868,1868,D19557,1824,228,224,206,#e4e0ce,1185
4686,4686,N03361,1824,228,225,230,#e4e1e6,1200
1870,1870,D19559,1824,229,222,206,#e5dece,1215
1880,1880,D19569,1824,231,225,206,#e7e1ce,1230
1629,1629,D17150,1824,233,216,197,#e9d8c5,1245
5332,5332,T02102,1824,233,225,206,#e9e1ce,1260
1859,1859,D18835,1825,23,21,20,#171514,15
1742,1742,D18597,1825,27,23,20,#1b1714,30
1860,1860,D18837,1825,27,24,23,#1b1817,45
1774,1774,D18679,1825,28,29,28,#1c1d1c,60
1751,1751,D18620,1825,29,25,25,#1d1919,75
1752,1752,D18621,1825,29,26,25,#1d1a19,90
4453,4453,D40972,1825,29,28,26,#1d1c1a,105
1804,1804,D18725,1825,29,29,28,#1d1d1c,120
1807,1807,D18728,1825,29,29,28,#1d1d1c,135
1812,1812,D18737,1825,29,29,29,#1d1d1d,150
1759,1759,D18628,1825,30,26,25,#1e1a19,165
1857,1857,D18833,1825,30,26,25,#1e1a19,180
1756,1756,D18625,1825,30,27,25,#1e1b19,195
1817,1817,D18742,1825,30,27,25,#1e1b19,210
1811,1811,D18736,1825,30,27,26,#1e1b1a,225
1821,1821,D18746,1825,30,27,26,#1e1b1a,240
1823,1823,D18748,1825,30,27,26,#1e1b1a,255
1825,1825,D18750,1825,30,27,26,#1e1b1a,270
1829,1829,D18754,1825,30,27,26,#1e1b1a,285
1809,1809,D18730,1825,30,29,28,#1e1d1c,300
1816,1816,D18741,1825,30,29,28,#1e1d1c,315
1818,1818,D18743,1825,30,29,28,#1e1d1c,330
1814,1814,D18739,1825,30,29,29,#1e1d1d,345
1824,1824,D18749,1825,30,30,28,#1e1e1c,360
1777,1777,D18691,1825,30,30,29,#1e1e1d,375
1781,1781,D18699,1825,30,30,29,#1e1e1d,390
1783,1783,D18701,1825,30,30,29,#1e1e1d,405
1785,1785,D18703,1825,30,30,29,#1e1e1d,420
4454,4454,D40973,1825,31,25,21,#1f1915,435
1758,1758,D18627,1825,31,26,24,#1f1a18,450
1803,1803,D18724,1825,31,26,25,#1f1a19,465
1753,1753,D18622,1825,31,27,25,#1f1b19,480
1761,1761,D18630,1825,31,27,26,#1f1b1a,495
1813,1813,D18738,1825,31,27,26,#1f1b1a,510
1815,1815,D18740,1825,31,27,26,#1f1b1a,525
1827,1827,D18752,1825,31,27,26,#1f1b1a,540
1764,1764,D18634,1825,31,28,27,#1f1c1b,555
1767,1767,D18637,1825,31,28,27,#1f1c1b,570
1819,1819,D18744,1825,31,28,27,#1f1c1b,585
1838,1838,D18806,1825,31,28,27,#1f1c1b,600
1849,1849,D18823,1825,31,28,27,#1f1c1b,615
1851,1851,D18825,1825,31,28,27,#1f1c1b,630
1853,1853,D18827,1825,31,28,27,#1f1c1b,645
1855,1855,D18829,1825,31,28,27,#1f1c1b,660
1856,1856,D18831,1825,31,28,27,#1f1c1b,675
1787,1787,D18706,1825,31,29,28,#1f1d1c,690
1863,1863,D18840,1825,31,30,27,#1f1e1b,705
1861,1861,D18838,1825,31,30,28,#1f1e1c,720
1862,1862,D18839,1825,31,30,28,#1f1e1c,735
1770,1770,D18651,1825,31,30,29,#1f1e1d,750
1833,1833,D18775,1825,31,30,29,#1f1e1d,765
1831,1831,D18773,1825,31,30,30,#1f1e1e,780
1828,1828,D18753,1825,31,31,29,#1f1f1d,795
1776,1776,D18684,1825,31,31,30,#1f1f1e,810
1788,1788,D18707,1825,32,27,25,#201b19,825
1802,1802,D18721,1825,32,27,25,#201b19,840
1806,1806,D18727,1825,32,27,25,#201b19,855
1792,1792,D18711,1825,32,27,26,#201b1a,870
1800,1800,D18719,1825,32,27,26,#201b1a,885
1749,1749,D18617,1825,32,28,25,#201c19,900
1763,1763,D18633,1825,32,28,26,#201c1a,915
1794,1794,D18713,1825,32,28,26,#201c1a,930
1798,1798,D18717,1825,32,28,26,#201c1a,945
1750,1750,D18618,1825,32,28,27,#201c1b,960
1790,1790,D18709,1825,32,28,27,#201c1b,975
1837,1837,D18804,1825,32,28,27,#201c1b,990
1839,1839,D18808,1825,32,28,27,#201c1b,1005
1840,1840,D18810,1825,32,28,27,#201c1b,1020
1842,1842,D18814,1825,32,28,27,#201c1b,1035
1846,1846,D18820,1825,32,28,27,#201c1b,1050
1841,1841,D18812,1825,32,29,27,#201d1b,1065
1844,1844,D18816,1825,32,29,27,#201d1b,1080
1845,1845,D18818,1825,32,29,27,#201d1b,1095
1835,1835,D18784,1825,32,29,28,#201d1c,1110
1850,1850,D18824,1825,32,31,29,#201f1d,1125
1852,1852,D18826,1825,32,31,29,#201f1d,1140
1858,1858,D18834,1825,32,31,29,#201f1d,1155
1826,1826,D18751,1825,32,31,30,#201f1e,1170
1772,1772,D18655,1825,32,32,30,#20201e,1185
1808,1808,D18729,1825,33,26,25,#211a19,1200
1810,1810,D18731,1825,33,27,25,#211b19,1215
1748,1748,D18616,1825,33,28,26,#211c1a,1230
1796,1796,D18715,1825,33,28,27,#211c1b,1245
1766,1766,D18636,1825,33,29,28,#211d1c,1260
1830,1830,D18772,1825,33,29,28,#211d1c,1275
1832,1832,D18774,1825,33,30,28,#211e1c,1290
1834,1834,D18776,1825,33,30,29,#211e1d,1305
1854,1854,D18828,1825,33,31,29,#211f1d,1320
1843,1843,D18815,1825,33,32,29,#21201d,1335
1848,1848,D18822,1825,33,32,30,#21201e,1350
1762,1762,D18631,1825,34,29,27,#221d1b,1365
1771,1771,D18652,1825,34,29,27,#221d1b,1380
1765,1765,D18635,1825,34,31,29,#221f1d,1395
1754,1754,D18623,1825,35,29,26,#231d1a,1410
1778,1778,D18692,1825,35,30,27,#231e1b,1425
1786,1786,D18704,1825,35,30,27,#231e1b,1440
1782,1782,D18700,1825,35,30,28,#231e1c,1455
1780,1780,D18698,1825,35,31,28,#231f1c,1470
1784,1784,D18702,1825,35,31,28,#231f1c,1485
1779,1779,D18697,1825,35,31,29,#231f1d,1500
1847,1847,D18821,1825,35,33,31,#23211f,1515
1773,1773,D18677,1825,36,31,29,#241f1d,1530
1769,1769,D18645,1825,38,34,31,#26221f,1545
2526,2526,D25280,1825,98,106,90,#626a5a,1560
2711,2711,D25470,1825,101,93,74,#655d4a,1575
2564,2564,D25318,1825,139,134,111,#8b866f,1590
2476,2476,D25229,1825,140,143,123,#8c8f7b,1605
2473,2473,D25226,1825,142,127,107,#8e7f6b,1620
2619,2619,D25374,1825,143,140,126,#8f8c7e,1635
2102,2102,D24570,1825,145,147,136,#919388,1650
2519,2519,D25272,1825,147,130,103,#938267,1665
2137,2137,D24606,1825,152,151,135,#989787,1680
1992,1992,D22670,1825,153,156,141,#999c8d,1695
2401,2401,D25154,1825,160,148,134,#a09486,1710
2655,2655,D25410,1825,172,163,139,#aca38b,1725
1733,1733,D18153,1825,173,160,133,#ada085,1740
1734,1734,D18154,1825,177,163,134,#b1a386,1755
1746,1746,D18614,1825,187,184,173,#bbb8ad,1770
3809,3809,D35991,1825,188,176,148,#bcb094,1785
1745,1745,D18613,1825,190,187,168,#bebba8,1800
2577,2577,D25332,1825,192,154,117,#c09a75,1815
1747,1747,D18615,1825,192,185,171,#c0b9ab,1830
1744,1744,D18611,1825,192,199,186,#c0c7ba,1845
2725,2725,D25484,1825,195,171,142,#c3ab8e,1860
1722,1722,D18142,1825,195,172,141,#c3ac8d,1875
3883,3883,D36072,1825,195,188,162,#c3bca2,1890
2528,2528,D25282,1825,196,184,158,#c4b89e,1905
2554,2554,D25308,1825,197,180,152,#c5b498,1920
2517,2517,D25270,1825,198,179,150,#c6b396,1935
1743,1743,D18609,1825,198,198,182,#c6c6b6,1950
2377,2377,D25130,1825,201,186,165,#c9baa5,1965
2584,2584,D25339,1825,201,194,172,#c9c2ac,1980
1768,1768,D18638,1825,202,195,175,#cac3af,1995
4451,4451,D40969,1825,204,188,159,#ccbc9f,2010
1757,1757,D18626,1825,204,193,169,#ccc1a9,2025
2513,2513,D25266,1825,205,190,169,#cdbea9,2040
2712,2712,D25471,1825,206,199,181,#cec7b5,2055
2575,2575,D25330,1825,206,202,185,#cecab9,2070
2749,2749,D25509,1825,207,199,179,#cfc7b3,2085
1755,1755,D18624,1825,207,199,180,#cfc7b4,2100
2540,2540,D25294,1825,208,192,163,#d0c0a3,2115
2727,2727,D25486,1825,211,191,154,#d3bf9a,2130
1760,1760,D18629,1825,211,202,183,#d3cab7,2145
2718,2718,D25477,1825,211,207,192,#d3cfc0,2160
2534,2534,D25288,1825,213,194,155,#d5c29b,2175
2400,2400,D25153,1825,213,196,157,#d5c49d,2190
2576,2576,D25331,1825,213,197,179,#d5c5b3,2205
2426,2426,D25179,1825,214,196,167,#d6c4a7,2220
6374,6374,T09455,1825,215,210,186,#d7d2ba,2235
2849,2849,D27603,1825,217,202,177,#d9cab1,2250
2544,2544,D25298,1825,218,200,180,#dac8b4,2265
2374,2374,D25127,1825,218,208,177,#dad0b1,2280
2371,2371,D25124,1825,218,209,200,#dad1c8,2295
1637,1637,D17171,1825,220,211,189,#dcd3bd,2310
5373,5373,T03857,1825,220,214,203,#dcd6cb,2325
2469,2469,D25222,1825,222,211,188,#ded3bc,2340
4452,4452,D40970,1825,223,215,197,#dfd7c5,2355
2433,2433,D25186,1825,225,209,173,#e1d1ad,2370
2692,2692,D25448,1825,226,215,203,#e2d7cb,2385
2372,2372,D25125,1825,227,216,185,#e3d8b9,2400
1822,1822,D18747,1825,229,224,208,#e5e0d0,2415
1775,1775,D18680,1825,230,222,207,#e6decf,2430
198,198,A00838,1825,230,226,208,#e6e2d0,2445
1820,1820,D18745,1825,233,226,215,#e9e2d7,2460
1805,1805,D18726,1825,234,228,216,#eae4d8,2475
1836,1836,D18785,1825,236,231,220,#ece7dc,2490
1799,1799,D18718,1825,238,232,219,#eee8db,2505
1801,1801,D18720,1825,238,232,219,#eee8db,2520
1789,1789,D18708,1825,239,232,219,#efe8db,2535
1797,1797,D18716,1825,239,234,221,#efeadd,2550
1795,1795,D18714,1825,239,235,221,#efebdd,2565
1793,1793,D18712,1825,240,236,221,#f0ecdd,2580
1791,1791,D18710,1825,240,237,222,#f0edde,2595
5650,5650,T08128,1825,246,236,220,#f6ecdc,2610
5081,5081,N05805,1826,53,54,46,#35362e,15
2923,2923,D27682,1826,70,71,70,#464746,30
2917,2917,D27676,1826,78,76,71,#4e4c47,45
2921,2921,D27680,1826,78,77,73,#4e4d49,60
2191,2191,D24663,1826,108,110,95,#6c6e5f,75
1951,1951,D20274,1826,109,117,109,#6d756d,90
2350,2350,D24831,1826,114,101,87,#726557,105
1934,1934,D20257,1826,118,126,123,#767e7b,120
2113,2113,D24581,1826,119,116,109,#77746d,135
2285,2285,D24759,1826,119,126,117,#777e75,150
2363,2363,D24935,1826,123,132,126,#7b847e,165
2114,2114,D24582,1826,124,111,92,#7c6f5c,180
2107,2107,D24575,1826,128,125,113,#807d71,195
4344,4344,D40080,1826,129,111,85,#816f55,210
2115,2115,D24583,1826,129,126,118,#817e76,225
1957,1957,D20282,1826,131,112,92,#83705c,240
1910,1910,D20231,1826,134,133,118,#868576,255
2230,2230,D24702,1826,135,132,121,#878479,270
2231,2231,D24703,1826,136,143,138,#888f8a,285
2322,2322,D24801,1826,137,130,117,#898275,300
1920,1920,D20241,1826,137,135,125,#89877d,315
2187,2187,D24659,1826,137,136,126,#89887e,330
1935,1935,D20258,1826,138,131,121,#8a8379,345
2186,2186,D24658,1826,139,132,115,#8b8473,360
2165,2165,D24637,1826,139,136,126,#8b887e,375
1903,1903,D20224,1826,140,135,125,#8c877d,390
2282,2282,D24756,1826,141,129,107,#8d816b,405
2189,2189,D24661,1826,142,138,123,#8e8a7b,420
2172,2172,D24644,1826,143,151,147,#8f9793,435
2284,2284,D24758,1826,144,138,127,#908a7f,450
2238,2238,D24712,1826,144,145,132,#909184,465
2252,2252,D24726,1826,145,147,137,#919389,480
2288,2288,D24762,1826,146,134,113,#928671,495
2294,2294,D24768,1826,146,138,115,#928a73,510
1933,1933,D20256,1826,148,153,145,#949991,525
2291,2291,D24765,1826,149,136,109,#95886d,540
1969,1969,D20511,1826,149,160,149,#95a095,555
1928,1928,D20250,1826,150,144,116,#969074,570
4991,4991,N05237,1826,152,114,85,#987255,585
2321,2321,D24800,1826,152,147,123,#98937b,600
1921,1921,D20242,1826,152,148,127,#98947f,615
2128,2128,D24596,1826,152,157,151,#989d97,630
1953,1953,D20276,1826,154,144,118,#9a9076,645
2274,2274,D24748,1826,154,156,145,#9a9c91,660
2105,2105,D24573,1826,155,149,134,#9b9586,675
1915,1915,D20236,1826,156,144,127,#9c907f,690
1968,1968,D20490,1826,156,169,163,#9ca9a3,705
2296,2296,D24771,1826,158,158,145,#9e9e91,720
2259,2259,D24733,1826,159,158,140,#9f9e8c,735
1955,1955,D20278,1826,161,153,134,#a19986,750
2295,2295,D24770,1826,161,158,147,#a19e93,765
2184,2184,D24656,1826,161,162,149,#a1a295,780
1965,1965,D20311,1826,161,169,164,#a1a9a4,795
2164,2164,D24636,1826,162,166,161,#a2a6a1,810
1937,1937,D20260,1826,165,153,132,#a59984,825
2106,2106,D24574,1826,165,172,165,#a5aca5,840
1932,1932,D20255,1826,166,160,131,#a6a083,855
2111,2111,D24579,1826,167,161,147,#a7a193,870
2276,2276,D24750,1826,169,170,156,#a9aa9c,885
1967,1967,D20433,1826,177,188,181,#b1bcb5,900
1966,1966,D20429,1826,177,189,184,#b1bdb8,915
1904,1904,D20225,1826,179,179,164,#b3b3a4,930
2290,2290,D24764,1826,180,164,141,#b4a48d,945
2293,2293,D24767,1826,187,187,172,#bbbbac,960
2277,2277,D24751,1826,189,184,173,#bdb8ad,975
2379,2379,D25132,1826,191,178,144,#bfb290,990
1962,1962,D20287,1826,191,182,160,#bfb6a0,1005
2345,2345,D24825,1826,192,171,141,#c0ab8d,1020
1892,1892,D20213,1826,193,180,155,#c1b49b,1035
5664,5664,T08146,1826,194,188,170,#c2bcaa,1050
1890,1890,D20211,1826,197,165,120,#c5a578,1065
